Holdings details

FTSE Developed Markets ETF (VEA)


Equity,as of 08/31/2026

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SUB-INDUSTRY,COUNTRY,SECURITYDEPOSITORYRECEIPTTYPE,MARKET VALUE*,SHARES
,BD3VFW7,Convatec Group PLC,CTEC,0.02%,Health Care Supplies,GB,---,"$58,515,592.21","19,167,952"
,6897466,TOTO Ltd,5332,0.02%,Building Products,JP,---,"$58,490,186.09","1,467,825"
,BKJ9RT5,ISS A/S,ISS,0.02%,Diversified Support Services,DK,---,"$58,441,331.32","1,305,575"
,B4WRJD2,Meritz Financial Group Inc,138040,0.02%,Diversified Financial Services,KR,---,"$58,372,078.02","654,847"
,6198578,REA Group Ltd,REA,0.02%,Interactive Media & Services,AU,---,"$58,127,637.66","457,779"
,B63QM77,Nexon Co Ltd,3659,0.02%,Interactive Home Entertainment,JP,---,"$57,558,530.04","2,907,715"
,0136701,British Land Co PLC/The,BLND,0.02%,Diversified REITs,GB,---,"$57,121,119.43","10,018,629"
,6738220,Ricoh Co Ltd,7752,0.02%,"Technology Hardware, Storage & Peripherals",JP,---,"$56,857,320.71","5,376,306"
,6986461,Yokohama Rubber Co Ltd/The,5101,0.02%,Tires & Rubber,JP,---,"$56,849,032.56","1,231,619"
,6499806,Kyushu Electric Power Co Inc,9508,0.02%,Electric Utilities,JP,---,"$56,707,101.92","4,474,789"
,BVYVFW2,Autotrader Group PLC,AUTO,0.02%,Interactive Media & Services,GB,---,"$56,619,060.40","7,982,905"
,5701513,Elisa Oyj,ELISA,0.02%,Integrated Telecommunication Services,FI,---,"$56,283,762.93","1,379,835"
,6616508,Seiko Epson Corp,6724,0.02%,"Technology Hardware, Storage & Peripherals",JP,---,"$56,255,336.83","2,795,385"
,BJMKSJ5,FirstService Corp,FSV,0.02%,Real Estate Services,CA,---,"$56,252,300.41","404,225"
,B1Y1SQ7,Jeronimo Martins SGPS SA,JMT,0.02%,Food Retail,PT,---,"$56,076,084.61","2,685,475"
,6654586,Korea Investment Holdings Co Ltd,071050,0.02%,Investment Banking & Brokerage,KR,---,"$56,074,384.29","401,439"
,0557681,Howden Joinery Group PLC,HWDN,0.02%,Trading Companies & Distributors,GB,---,"$56,061,758.24","5,274,913"
,B4PH0C5,Gjensidige Forsikring ASA,GJF,0.02%,Multi-line Insurance,NO,---,"$56,058,180.29","1,850,432"
,0096162,Balfour Beatty PLC,BBY,0.02%,Construction & Engineering,GB,---,"$55,796,089.51","4,706,263"
,0081180,Barratt Redrow PLC,BTRW,0.02%,Homebuilding,GB,---,"$55,606,088.71","13,044,935"
,BP38QH4,Iyogin Holdings Inc,5830,0.02%,Regional Banks,JP,---,"$55,572,978.81","2,221,960"
,6899967,Toyo Suisan Kaisha Ltd,2875,0.02%,Packaged Foods & Meats,JP,---,"$55,420,936.07","845,337"
,B0V3XR5,Hyundai Glovis Co Ltd,086280,0.02%,Air Freight & Logistics,KR,---,"$55,294,732.59","366,308"
,6683591,Hokuhoku Financial Group Inc,8377,0.02%,Regional Banks,JP,---,"$55,133,509.22","1,056,495"
,BG49KP9,Tritax Big Box REIT PLC,BBOX,0.02%,Industrial REITs,GB,---,"$55,041,761.53","26,090,378"
,B4WFW71,LondonMetric Property PLC,LMP,0.02%,Industrial REITs,GB,---,"$54,906,492.82","21,665,188"
,6883807,Sysmex Corp,6869,0.02%,Health Care Equipment,JP,---,"$54,875,198.28","4,458,270"
,BF8KKX9,OPC Energy Ltd,OPCE,0.02%,Independent Power Producers & Energy Traders,IL,---,"$54,861,633.36","1,646,326.57"
,B249GC0,MatsukiyoCocokara & Co,3088,0.02%,Drug Retail,JP,---,"$54,788,067.55","3,350,073"
,6437947,Horiba Ltd,6856,0.02%,Electronic Equipment & Instruments,JP,---,"$54,372,810.20","373,235"
,BZ8GX83,WiseTech Global Ltd,WTC,0.02%,Application Software,AU,---,"$54,316,277.18","1,884,317"
,B06CF71,Nordex SE,NDX1,0.02%,Heavy Electrical Equipment,DE,---,"$54,102,270.79","1,232,190"
,B8KF9B4,WPP PLC,WPP,0.02%,Advertising,GB,---,"$54,038,580.66","10,556,100"
,B1KJJ40,Whitbread PLC,WTB,0.02%,"Hotels, Resorts & Cruise Lines",GB,---,"$54,017,176.98","1,644,619"
,B5ZQ9D3,Evonik Industries AG,EVK,0.02%,Specialty Chemicals,DE,---,"$53,975,219.52","2,446,615"
,BR858V2,SGH Ltd,SGH,0.02%,Trading Companies & Distributors,AU,---,"$53,794,605.60","1,899,805"
,BJXMLF7,Avanza Bank Holding AB,AZA,0.02%,Investment Banking & Brokerage,SE,---,"$53,768,856.84","1,283,425"
,B5MN1W0,Azrieli Group Ltd,AZRG,0.02%,Real Estate Operating Companies,IL,---,"$53,486,656.00","403,904"
,BYT8154,Japan Post Insurance Co Ltd,7181,0.02%,Life & Health Insurance,JP,---,"$53,457,524.42","5,066,866"
,6497963,Kurita Water Industries Ltd,6370,0.02%,Industrial Machinery & Supplies & Components,JP,---,"$53,440,177.07","1,063,884"
,5287488,Deutsche Lufthansa AG,LHA,0.02%,Passenger Airlines,DE,---,"$53,219,713.42","5,874,283"
,B249SN5,Sony Financial Group Inc,8729,0.02%,Diversified Financial Services,JP,---,"$53,165,348.94","54,279,040"
,7698356,Getinge AB,GETIB,0.02%,Health Care Equipment,SE,---,"$53,128,036.79","2,093,064"
,BMT9L19,Dassault Aviation SA,AM,0.02%,Aerospace & Defense,FR,---,"$53,036,026.89","160,877"
,BD5GN60,SIG Group AG,SIGN,0.02%,Paper & Plastic Packaging Products & Materials,CH,---,"$52,833,262.65","3,128,207"
,6858560,Sumitomo Chemical Co Ltd,4005,0.02%,Diversified Chemicals,JP,---,"$52,816,279.16","14,838,911"
,6765239,Samsung E&A Co Ltd,028050,0.02%,Construction & Engineering,KR,---,"$52,680,637.06","1,536,798"
,BM8J5G3,Georg Fischer AG,GF,0.02%,Industrial Machinery & Supplies & Components,CH,---,"$52,600,939.54","758,894"
,B0R80X9,Avolta AG,AVOL,0.02%,Other Specialty Retail,CH,---,"$52,163,249.42","925,867"
,5485527,Aurubis AG,NDA,0.02%,Copper,DE,---,"$52,002,711.82","253,497"
,6894898,Tokyo Ohka Kogyo Co Ltd,4186,0.02%,Specialty Chemicals,JP,---,"$51,964,905.87","975,947"
,6805317,Hulic Co Ltd,3003,0.02%,Real Estate Operating Companies,JP,---,"$51,923,338.51","4,654,702"
,BVFNZH2,Rotork PLC,ROR,0.02%,Industrial Machinery & Supplies & Components,GB,---,"$51,629,910.23","7,923,298"
,2659518,Onex Corp,ONEX,0.02%,Asset Management & Custody Banks,CA,---,"$51,613,687.57","633,661"
,BNC0116,Technip Energies NV,TE,0.02%,Oil & Gas Equipment & Services,FR,---,"$51,597,171.14","1,473,436"
,B17KC69,Wilmar International Ltd,WIL,0.02%,Agricultural Products & Services,SG,---,"$51,503,434.29","17,101,800"
,B17BBQ5,Investec PLC,INVP,0.02%,Diversified Capital Markets,GB,---,"$51,338,309.75","5,770,220"
,3174300,Burberry Group PLC,BRBY,0.02%,"Apparel, Accessories & Luxury Goods",GB,---,"$51,132,612.18","3,532,515"
,B156T57,SBM Offshore NV,SBMO,0.02%,Oil & Gas Equipment & Services,NL,---,"$51,103,670.39","1,249,216"
,6804165,77 Bank Ltd/The,8341,0.02%,Regional Banks,JP,---,"$50,754,018.64","2,041,232"
,BMY2ZT9,Definity Financial Corp,DFY,0.02%,Property & Casualty Insurance,CA,---,"$50,710,730.91","956,225"
,BN6JDH9,Next Vision Stabilized Systems Ltd,NXSN,0.02%,Electronic Equipment & Instruments,IL,---,"$50,566,874.73","722,469"
,B2Q4CR0,TISI Inc,3626,0.02%,IT Consulting & Other Services,JP,---,"$50,563,159.69","2,036,903"
,BGDT3G2,Rightmove PLC,RMV,0.02%,Interactive Media & Services,GB,---,"$50,492,709.28","7,355,952"
,6161978,Mirvac Group,MGR,0.02%,Diversified REITs,AU,---,"$50,417,371.74","38,690,219"
,BVSS790,Elis SA,ELIS,0.02%,Diversified Support Services,FR,---,"$50,193,154.36","1,805,651"
,BTXSLB1,Mycronic AB,MYCR,0.02%,Electronic Equipment & Instruments,SE,---,"$50,136,690.86","1,473,624"
,6702623,JB Hi-Fi Ltd,JBH,0.02%,Computer & Electronics Retail,AU,---,"$50,128,682.85","1,047,578"
,6155937,DB Insurance Co Ltd,005830,0.02%,Property & Casualty Insurance,KR,---,"$50,093,302.82","379,661"
,BYQCQ32,Galenica AG,GALE,0.02%,Health Care Distributors,CH,---,"$50,017,910.06","487,076"
,BYVS6J1,CK Infrastructure Holdings Ltd,1038,0.02%,Electric Utilities,HK,---,"$49,963,853.84","6,011,559"
,BMWC6P4,Mondi PLC,MNDI,0.02%,Paper Products,GB,---,"$49,919,840.84","4,294,578"
,6586872,Ramelius Resources Ltd,RMS,0.02%,Gold,AU,---,"$49,908,779.37","18,186,200"
,5228658,Randstad NV,RAND,0.02%,Human Resource & Employment Services,NL,---,"$49,889,536.67","1,061,523"
,4058629,Glanbia PLC,GLB,0.02%,Packaged Foods & Meats,IE,---,"$49,754,851.62","1,935,567"
,6267058,Otsuka Corp,4768,0.02%,IT Consulting & Other Services,JP,---,"$49,705,347.32","2,200,778"
,6429405,Hitachi Construction Machinery Co Ltd,6305,0.02%,Construction Machinery & Heavy Transportation Equipment,JP,---,"$49,516,230.65","1,387,318"
,BYZ2CB3,K92 Mining Inc,KNT,0.02%,Gold,CA,---,"$49,408,072.37","2,337,103"
,2381093,TELUS Corp,T,0.02%,Integrated Telecommunication Services,CA,---,"$49,389,060.48","5,104,457"
,B019M65,Azimut Holding SpA,AZM,0.01%,Asset Management & Custody Banks,IT,---,"$49,264,412.65","1,095,639"
,6810429,Sino Land Co Ltd,83,0.01%,Real Estate Development,HK,---,"$49,241,408.82","37,389,785"
,6895404,Tokyo Electric Power Co Holdings Inc,9501,0.01%,Electric Utilities,JP,---,"$49,228,905.50","14,661,657"
,7110720,Adecco Group AG,ADEN,0.01%,Human Resource & Employment Services,CH,---,"$48,971,403.13","1,647,054"
,BTGRG98,L'OREAL SA - PF - 2028,---,0.01%,Personal Care Products,FR,---,"$48,811,678.53","109,626"
,6895200,Toho Co Ltd/Tokyo,9602,0.01%,Movies & Entertainment,JP,---,"$48,809,945.01","4,932,455"
,6397580,Japan Real Estate Investment Corp,8952,0.01%,Office REITs,JP,---,"$48,735,314.15","66,188"
,6152529,Contact Energy Ltd,CEN,0.01%,Electric Utilities,NZ,---,"$48,641,362.02","9,390,547"
,0682538,Persimmon PLC,PSN,0.01%,Homebuilding,GB,---,"$48,611,558.20","3,075,626"
,B164FY1,Aeroports de Paris SA,ADP,0.01%,Airport Services,FR,---,"$48,284,698.14","385,302"
,6249658,Mirae Asset Securities Co Ltd,006800,0.01%,Diversified Capital Markets,KR,---,"$48,280,993.21","1,918,714"
,6710347,Qantas Airways Ltd,QAN,0.01%,Passenger Airlines,AU,---,"$48,195,183.75","7,171,708"
,6728793,MMG Ltd,1208,0.01%,Diversified Metals & Mining,HK,---,"$48,107,048.67","41,085,214"
,6309262,Square Enix Holdings Co Ltd,9684,0.01%,Interactive Home Entertainment,JP,---,"$48,084,022.86","2,599,942"
,BMD6RR4,RENK Group AG,R3NK,0.01%,Construction Machinery & Heavy Transportation Equipment,DE,---,"$48,018,164.55","881,549"
,BDD98W2,Capricorn Metals Ltd,CMM,0.01%,Gold,AU,---,"$47,897,370.11","4,026,027"
,B019MQ5,Asahi Intecc Co Ltd,7747,0.01%,Health Care Supplies,JP,---,"$47,808,802.02","2,025,895"
,BYQ8481,Flughafen Zurich AG,FHZN,0.01%,Airport Services,CH,---,"$47,709,654.77","184,805"
,5476929,Barry Callebaut AG,BARN,0.01%,Packaged Foods & Meats,CH,---,"$47,566,081.40","34,544"
,B01ZVZ5,Acerinox SA,ACX,0.01%,Steel,ES,---,"$47,461,878.85","2,284,338"
,B1W8P14,Aalberts NV,AALB,0.01%,Industrial Machinery & Supplies & Components,NL,---,"$47,389,452.72","929,831"
,BSML1B4,Vault Minerals Ltd,VAU,0.01%,Gold,AU,---,"$47,352,754.75","9,917,784"
,B39GNW2,EDP Renewables SA,EDPR,0.01%,Renewable Electricity,PT,---,"$47,349,174.99","2,985,463"
,4143053,mBank SA,MBK,0.01%,Diversified Banks,PL,---,"$47,218,950.94","129,071"
,7147892,Temenos AG,TEMN,0.01%,Application Software,CH,---,"$47,109,375.60","512,355"
,B40JTQ3,SpareBank 1 Sor-Norge ASA,SB1NO,0.01%,Regional Banks,NO,---,"$47,056,989.24","1,964,745"
,6492924,Kinden Corp,1944,0.01%,Construction & Engineering,JP,---,"$47,002,041.48","1,076,172"
,B8S8C94,Chartwell Retirement Residences,CSH-U,0.01%,Health Care Facilities,CA,---,"$46,994,496.80","3,158,682"
,6896548,Tokyu Corp,9005,0.01%,Rail Transportation,JP,---,"$46,985,077.02","4,520,457"
,BDC6LT2,Tokyu Fudosan Holdings Corp,3289,0.01%,Diversified Real Estate Activities,JP,---,"$46,933,513.66","5,655,197"
,BCBHZ31,BlackBerry Ltd,BB,0.01%,Systems Software,CA,---,"$46,897,894.30","5,736,817"
,6419451,POSCO Future M Co Ltd,003670,0.01%,Electrical Components & Equipment,KR,---,"$46,862,572.54","321,616"
,6416281,Dentsu Group Inc,4324,0.01%,Advertising,JP,---,"$46,855,015.91","2,023,992"
,BNHXFJ6,CapitaLand Investment Ltd/Singapore,CLI,0.01%,Real Estate Operating Companies,SG,---,"$46,786,223.26","22,482,373"
,6148272,HYUNDAI MOTOR CO LTD-2ND PRF,005387,0.01%,Automobile Manufacturers,KR,---,"$46,757,737.28","336,420"
,0309644,RS GROUP PLC,RS1,0.01%,Trading Companies & Distributors,GB,---,"$46,745,546.82","4,594,679"
,2469375,IGM Financial Inc,IGM,0.01%,Asset Management & Custody Banks,CA,---,"$46,650,455.37","749,278"
,BJ1DLW9,Man Group PLC/Jersey,EMG,0.01%,Asset Management & Custody Banks,GB,---,"$46,640,355.78","11,244,114"
,B1G40S0,Mapfre SA,MAP,0.01%,Multi-line Insurance,ES,---,"$46,584,451.66","8,989,935"
,B1XQXC4,Whitehaven Coal Ltd,WHC,0.01%,Coal & Consumable Fuels,AU,---,"$46,521,127.64","7,580,229"
,6513342,Japan Metropolitan Fund Invest,8953,0.01%,Retail REITs,JP,---,"$46,501,437.27","65,866"
,BN6PV62,Technoprobe SpA,TPRO,0.01%,Semiconductor Materials & Equipment,IT,---,"$46,486,596.66","1,482,498"
,BN4N9C0,InPost SA,INPST,0.01%,Air Freight & Logistics,NL,---,"$46,379,039.74","2,563,460"
,BH6XZT5,Valmet Oyj,VALMT,0.01%,Industrial Machinery & Supplies & Components,FI,---,"$46,325,716.53","1,393,338"
,BSQLM28,Brookfield Infrastructure Corp,BIPC,0.01%,Gas Utilities,CA,---,"$46,247,157.37","1,207,768"
,6022105,Amada Co Ltd,6113,0.01%,Industrial Machinery & Supplies & Components,JP,---,"$46,213,208.85","2,874,857"
,6171494,USS Co Ltd,4732,0.01%,Automotive Retail,JP,---,"$45,962,778.25","3,685,562"
,BJ321P7,Ecopro BM Co Ltd,247540,0.01%,Electrical Components & Equipment,KR,---,"$45,871,266.75","521,723"
,BF03BV1,Ayvens SA,AYV,0.01%,Passenger Ground Transportation,FR,---,"$45,845,781.40","3,469,565"
,5468346,AIXTRON SE,AIXA,0.01%,Semiconductor Materials & Equipment,DE,---,"$45,671,571.68","1,099,899"
,BSBFLD9,Discovery Mining Ltd,DSV,0.01%,Silver,CA,---,"$45,616,865.18","5,123,395"
,6867748,Swire Pacific Ltd,19,0.01%,Industrial Conglomerates,HK,---,"$45,587,326.18","3,357,394"
,6771838,Samyang Foods Co Ltd,003230,0.01%,Packaged Foods & Meats,KR,---,"$45,456,096.99","40,610"
,B8J3TH5,Tamarack Valley Energy Ltd,TVE,0.01%,Oil & Gas Exploration & Production,CA,---,"$45,453,341.12","4,645,727"
,BPLF0Y2,Var Energi ASA,VAR,0.01%,Oil & Gas Exploration & Production,NO,---,"$45,366,977.22","8,504,328"
,BK8VQD9,Warehouses De Pauw CVA,WDP,0.01%,Industrial REITs,BE,---,"$45,329,202.64","1,858,631"
,BD0YVN2,Dino Polska SA,DNP,0.01%,Food Retail,PL,---,"$45,289,473.04","4,693,150"
,6985543,Azbil Corp,6845,0.01%,Electronic Equipment & Instruments,JP,---,"$45,285,344.96","4,753,032"
,BQQD167,Skylark Holdings Co Ltd,3197,0.01%,Restaurants,JP,---,"$45,216,806.77","2,147,078"
,5633962,Nemetschek SE,NEM,0.01%,Application Software,DE,---,"$45,096,939.58","554,351"
,6125286,Trend Micro Inc/Japan,4704,0.01%,Systems Software,JP,---,"$45,074,520.55","1,200,892"
,BH4H4H0,Unicaja Banco SA,UNI,0.01%,Diversified Banks,ES,---,"$44,908,622.59","10,972,144"
,6597089,Mitsubishi Materials Corp,5711,0.01%,Diversified Metals & Mining,JP,---,"$44,873,865.29","1,278,211"
,B02K2M3,M3 Inc,2413,0.01%,Health Care Technology,JP,---,"$44,798,141.10","3,894,907"
,BD2NKY1,Torex Gold Resources Inc,TXG,0.01%,Gold,CA,---,"$44,741,152.64","915,262"
,4661607,Verbund AG,VER,0.01%,Electric Utilities,AT,---,"$44,706,163.65","648,778"
,6900289,Tosoh Corp,4042,0.01%,Commodity Chemicals,JP,---,"$44,638,113.69","2,686,611"
,6416322,Hikari Tsushin Inc,9435,0.01%,Industrial Conglomerates,JP,---,"$44,565,109.95","176,179"
,B01NXQ4,Centerra Gold Inc,CG,0.01%,Gold,CA,---,"$44,541,546.69","1,943,714"
,6420538,Henderson Land Development Co Ltd,12,0.01%,Real Estate Development,HK,---,"$44,473,471.12","13,022,969"
,BMBP900,Krafton Inc,259960,0.01%,Interactive Home Entertainment,KR,---,"$44,462,750.98","268,649"
,BMZ0WL3,MDA Space Ltd,MDA,0.01%,Aerospace & Defense,CA,---,"$44,383,087.40","1,536,666"
,6496023,Kobe Steel Ltd,5406,0.01%,Steel,JP,---,"$44,326,707.49","3,517,154"
,6900308,Mazda Motor Corp,7261,0.01%,Automobile Manufacturers,JP,---,"$44,282,729.82","5,773,228"
,BMFY8R3,Banque Cantonale Vaudoise,BCVN,0.01%,Regional Banks,CH,---,"$44,250,758.24","275,942"
,6495428,Korea Zinc Co Ltd,010130,0.01%,Diversified Metals & Mining,KR,---,"$44,224,377.41","47,540"
,6406055,S-Oil Corp,010950,0.01%,Oil & Gas Refining & Marketing,KR,---,"$44,073,176.87","402,555"
,6597368,Mitsui Chemicals Inc,4183,0.01%,Commodity Chemicals,JP,---,"$44,045,481.07","3,235,068"
,BV9FP30,Computacenter PLC,CCC,0.01%,IT Consulting & Other Services,GB,---,"$43,974,119.74","576,121"
,B2RK5K1,AT&S Austria Technologie & Systemtechnik AG,ATS,0.01%,Electronic Components,AT,---,"$43,849,431.29","245,662"
,6284648,IsuPetasys Co Ltd,007660,0.01%,Electronic Components,KR,---,"$43,843,656.27","530,338"
,BWVFKQ3,Vend Marketplaces ASA,VEND,0.01%,Interactive Media & Services,NO,---,"$43,784,734.44","1,580,723"
,B4XY9X2,Benefit Systems SA,BFT,0.01%,Human Resource & Employment Services,PL,---,"$43,667,490.16","29,927"
,6642860,Nissan Motor Co Ltd,7201,0.01%,Automobile Manufacturers,JP,---,"$43,436,527.09","21,243,438"
,B0BN7W8,Financiere de Tubize SA,TUB,0.01%,Pharmaceuticals,BE,---,"$43,431,268.82","202,998"
,B0XP0T0,Castellum AB,CAST,0.01%,Real Estate Operating Companies,SE,---,"$43,428,312.47","3,178,739"
,6091280,Bendigo & Adelaide Bank Ltd,BEN,0.01%,Regional Banks,AU,---,"$43,417,159.46","5,654,207"
,BRXWDB3,Zabka Group SA,ZAB,0.01%,Food Retail,PL,---,"$43,374,986.60","5,119,703"
,4820301,Sofina SA,SOF,0.01%,Multi-Sector Holdings,BE,---,"$43,361,946.03","151,275"
,7302215,CD Projekt Red SA,CDR,0.01%,Interactive Home Entertainment,PL,---,"$43,339,003.30","690,045"
,BYL7SB4,Colliers International Group Inc,CIGI,0.01%,Real Estate Services,CA,---,"$43,320,570.01","431,168"
,B23TC12,J Front Retailing Co Ltd,3086,0.01%,Broadline Retail,JP,---,"$43,188,091.65","2,341,708"
,4538002,L E Lundbergforetagen AB,LUNDB,0.01%,Multi-Sector Holdings,SE,---,"$43,151,616.68","703,926"
,B87CVM3,Aurizon Holdings Ltd,AZJ,0.01%,Rail Transportation,AU,---,"$43,119,296.75","16,458,431"
,BPGN2S9,Air Liquide SA,---,0.01%,Industrial Gases,FR,---,"$43,020,454.37","218,684"
,6476542,Regis Resources Ltd,RRL,0.01%,Gold,AU,---,"$42,922,179.90","7,221,576"
,BMWX9N6,Lagercrantz Group AB,LAGRB,0.01%,Electronic Equipment & Instruments,SE,---,"$42,893,483.76","1,830,619"
,BCT5FD7,Steadfast Group Ltd,SDF,0.01%,Insurance Brokers,AU,---,"$42,880,747.24","10,285,614"
,B033YN6,Dexus,DXS,0.01%,Office REITs,AU,---,"$42,852,544.61","10,355,063"
,BTXLW40,Greatland Resources Ltd,GGP,0.01%,Gold,AU,---,"$42,766,403.78","4,997,440"
,B51BMR7,Algonquin Power & Utilities Corp,AQN,0.01%,Multi-Utilities,CA,---,"$42,726,191.49","7,543,486"
,2229610,RioCan Real Estate Investment Trust,REI-U,0.01%,Retail REITs,CA,---,"$42,714,699.72","2,840,712"
,6405869,HMM Co Ltd,011200,0.01%,Marine Transportation,KR,---,"$42,689,240.14","2,729,635"
,6869131,THK Co Ltd,6481,0.01%,Industrial Machinery & Supplies & Components,JP,---,"$42,687,410.65","1,036,486"
,BSQLLY3,Brookfield Renewable Corp,BEPC,0.01%,Renewable Electricity,CA,---,"$42,665,116.33","1,325,229"
,4247494,D'ieteren Group,DIE,0.01%,Distributors,BE,---,"$42,591,339.59","205,279"
,6776781,Sanwa Holdings Corp,5929,0.01%,Building Products,JP,---,"$42,368,995.83","1,866,131"
,BVBH523,Dyno Nobel Ltd,DNL,0.01%,Diversified Chemicals,AU,---,"$42,341,227.44","15,655,063"
,B9G6L89,LEG Immobilien SE,LEG,0.01%,Real Estate Operating Companies,DE,---,"$42,133,398.40","740,053"
,6371863,McDonald's Holdings Co Japan Ltd,2702,0.01%,Restaurants,JP,---,"$42,117,203.42","832,800"
,6414401,Haseko Corp,1808,0.01%,Homebuilding,JP,---,"$42,027,055.39","2,319,462"
,BYVQ673,Westgold Resources Ltd,WGX,0.01%,Gold,AU,---,"$41,994,400.33","9,200,388"
,6776907,Sapporo Breweries Ltd,2501,0.01%,Brewers,JP,---,"$41,983,927.16","3,555,195"
,BNHSHK6,ALK-Abello A/S,ALKB,0.01%,Pharmaceuticals,DK,---,"$41,884,416.54","1,292,662"
,6428725,Hirose Electric Co Ltd,6806,0.01%,Electronic Components,JP,---,"$41,864,425.70","259,404"
,6709958,AMP Ltd,AMP,0.01%,Diversified Financial Services,AU,---,"$41,748,347.39","24,510,390"
,2654416,Methanex Corp,MX,0.01%,Commodity Chemicals,CA,---,"$41,629,408.02","707,409"
,B1HKSV6,Banca Generali SpA,BGN,0.01%,Asset Management & Custody Banks,IT,---,"$41,572,831.92","542,088"
,5499131,A2A SpA,A2A,0.01%,Multi-Utilities,IT,---,"$41,564,270.69","15,291,735"
,7383072,Enagas SA,ENG,0.01%,Gas Utilities,ES,---,"$41,504,704.17","2,120,908"
,6894304,Tokyo Seimitsu Co Ltd,7729,0.01%,Semiconductor Materials & Equipment,JP,---,"$41,274,540.91","375,499"
,B1W5NW2,Salmar ASA,SALM,0.01%,Packaged Foods & Meats,NO,---,"$41,240,682.24","677,490"
,6985112,Yakult Honsha Co Ltd,2267,0.01%,Packaged Foods & Meats,JP,---,"$41,235,603.21","2,326,650"
,5263574,FLSmidth & Co A/S,FLS,0.01%,Construction Machinery & Heavy Transportation Equipment,DK,---,"$41,104,813.35","448,946"
,BP0RGD0,Berkeley Group Holdings PLC/The,BKG,0.01%,Homebuilding,GB,---,"$40,922,332.89","851,370"
,6439567,IGO Ltd,IGO,0.01%,Diversified Metals & Mining,AU,---,"$40,862,530.91","6,577,055"
,BWFD052,Meridian Energy Ltd,MEL,0.01%,Renewable Electricity,NZ,---,"$40,722,935.66","12,445,703"
,6596923,Mitsubishi Gas Chemical Co Inc,4182,0.01%,Diversified Chemicals,JP,---,"$40,644,578.33","1,650,510"
,6858861,Sumitomo Forestry Co Ltd,1911,0.01%,Homebuilding,JP,---,"$40,634,619.15","4,833,163"
,6483586,Kandenko Co Ltd,1942,0.01%,Construction & Engineering,JP,---,"$40,558,122.53","1,185,918"
,6286611,Ansell Ltd,ANN,0.01%,Health Care Supplies,AU,---,"$40,536,970.21","1,389,398"
,6455530,ICL Group Ltd,ICL,0.01%,Fertilizers & Agricultural Chemicals,IL,---,"$40,511,341.00","7,100,739"
,6657701,Oji Holdings Corp,3861,0.01%,Paper Products,JP,---,"$40,479,344.46","7,333,681"
,6123815,First International Bank Of Israel Ltd/The,FIBI,0.01%,Diversified Banks,IL,---,"$40,095,574.05","509,997"
,B85LKS1,AAC Technologies Holdings Inc,2018,0.01%,Electronic Manufacturing Services,HK,---,"$40,080,469.23","7,082,331"
,B1YWXY3,KBC Ancora,KBCA,0.01%,Diversified Banks,BE,---,"$40,076,981.83","370,302"
,B08X163,Sembcorp Industries Ltd,SCI,0.01%,Multi-Utilities,SG,---,"$40,024,368.78","8,607,113"
,B02Q328,Electric Power Development Co Ltd,9513,0.01%,Independent Power Producers & Energy Traders,JP,---,"$39,999,705.70","1,563,923"
,B5VQMV6,Entain PLC,ENT,0.01%,Casinos & Gaming,GB,---,"$39,863,416.67","5,849,094"
,6492968,Kintetsu Group Holdings Co Ltd,9041,0.01%,Rail Transportation,JP,---,"$39,694,120.63","1,818,710"
